Código;Cliente;Data Pedido;Data Entrega;Valor Pedido;Situação
39797;Pouliana Patricio Ludwig;2009-12-27;2010-01-03;4774.76;Q;

39798;Waldoir Markus Caccavale;2010-03-01;2010-03-11;1938.75;C;

39799;Denilza Marciane Bisatto;2012-03-06;2012-03-16;292.3;I;

39800;Sirdilene Adary Eckhartt;2014-07-31;2014-08-09;1379.67;C;

39801;Fledson Roosevelt Strapasson;2013-07-30;2013-08-08;8892.04;I;

39802;Joana Staier Feiten;2014-11-09;2014-11-19;5483.96;A;

39803;Dorilde Gledson Bonache;2010-02-23;2010-03-04;4831.62;C;

39804;Cleumar Albert Miranda;2014-05-20;2014-05-30;1587.22;Q;

39805;Clenio Martira Bianchi;2015-10-28;2015-11-07;8066.32;Q;

39806;Fabiani Carmen Arend;2013-03-16;2013-03-26;8507.0;Q;

39807;Felisberta Deniz Artelosa;2013-10-19;2013-10-29;5720.05;I;

39808;Umberto Schuck Bauermann;2010-11-27;2010-12-10;9780.96;I;

39809;Dina Magna Magri;2010-03-27;2010-04-07;9755.88;C;

39810;Alcione Contreira Frison;2012-04-25;2012-05-04;8728.61;I;

39811;Renara Lauz Pessoa;2011-10-14;2011-10-24;5758.55;C;

39812;Cosimar Cirqueira Pozzer;2015-07-22;2015-07-31;6608.32;I;

39813;Daniel Darlise D;2009-09-28;2009-10-07;1143.09;I;

39814;Celene Jacob Fallavena;2010-11-08;2010-11-18;6771.54;C;

39815;Ariovaldo Fritsch Serpa;2008-08-22;2008-09-02;6660.12;I;

39816;Edizanjala Jonas Braganca;2014-11-17;2014-11-27;1983.74;Q;

39817;Jucimar Krug Will;2009-05-08;2009-05-18;4868.52;C;

39818;Erik Rivoar Chicatte;2011-08-11;2011-08-21;6427.6;C;

39819;Janaese Viveiro Haynech;2008-07-22;2008-07-31;6279.17;Q;

39820;Juciano Carvalho Koeche;2011-04-30;2011-05-10;9222.25;Q;

39821;Tamares Rudinei Steffens;2012-04-11;2012-04-21;9448.82;C;

39822;Satomi Hideo Fagundes;2011-01-12;2011-01-22;9337.11;A;

39823;Acacio Roslene Emig;2012-12-06;2012-12-16;135.94;Q;

39824;Rosenilda Rosani Sell;2011-05-24;2011-06-03;5542.45;A;

39825;Juciene R.Hanauer Maceda;2012-10-20;2012-10-30;5619.16;Q;

39826;Valdinor M.Hoffmann Keske;2009-09-11;2009-09-21;1637.72;A;

39827;Claila Silveira Kempa;2014-11-05;2014-11-15;8720.25;Q;

39828;Genira Santino Wasem;2015-06-11;2015-06-21;5918.09;A;

39829;Mirielle Benevides Osorio;2015-09-26;2015-10-05;1295.91;I;

39830;Josefino Elielson Feitoza;2013-06-19;2013-06-29;6179.87;C;

39831;Celanir Tejkowski Marcolan;2011-11-13;2011-11-23;9761.69;Q;

39832;Islane Kehl Maceno;2014-07-27;2014-08-05;2198.34;A;

39833;Armandio Zimmer Bonifacio;2012-03-21;2012-04-01;6298.36;Q;

39834;Mailan Zanine Tubias;2012-04-29;2012-05-08;8741.72;Q;

39835;Quenia Cleonir Feijo;2015-07-26;2015-08-04;6381.85;I;

39836;Gerfson Grisa Walber;2015-09-17;2015-09-27;3150.1;A;

39837;Elenilza Irma Cezimbra;2015-05-21;2015-05-31;4150.98;A;

39838;Denisleia Lagoas Renz;2011-09-10;2011-09-20;6848.11;A;

39839;Aragones Maristela Leczynski;2009-10-24;2009-11-03;181.87;I;

39840;Valdevi Schutze Alencar;2015-12-17;2015-12-27;569.36;I;

39841;Anelise Zampirolio Pens;2015-02-13;2015-02-23;4056.6;A;

39842;Elizabel Moitinho Porto;2015-10-23;2015-11-02;9437.78;Q;

39843;Paurilan P. da Mangueira;2012-03-08;2012-03-18;9193.9;A;

39844;Enice Betania Chicatte;2012-02-22;2012-03-02;825.27;Q;

39845;Veraneide Gilsione Castoldi;2014-04-06;2014-04-16;5468.66;A;

37083;Evaristo Beier Kochhann;2014-01-26;2014-02-06;1732.85;C;

37084;Gister Marliza Antonielli;2015-10-20;2015-10-30;4933.7;Q;

37085;Chirlene O.Casarin Gemelli;2015-10-22;2015-11-01;9123.05;C;

37086;Roslei M.Rezende Christ;2009-07-29;2009-08-07;9041.28;C;

37087;Norvino Capuchino Chalmerens;2013-08-14;2013-08-24;6396.18;A;

37088;Clarindo Elildo Stanguerlin;2010-12-06;2010-12-16;7613.04;I;

37089;Jocelene Indianara Zacarias;2013-10-06;2013-10-16;7525.91;C;

37090;Jeisibel Te Raber;2016-03-02;2016-03-12;95.11;Q;

37091;Etwino Eriane Strassburger;2009-12-12;2009-12-22;7701.29;Q;

37092;Ejeane Copelli Nejaim;2015-10-05;2015-10-15;8832.49;A;

37093;Claucia Liliane Bandeira;2013-07-23;2013-08-01;2882.97;C;

37094;Ronny S.S.Silveira Krug;2008-09-29;2008-10-09;1386.26;C;

37095;Maciel K. Gomez;2008-12-29;2009-01-08;3543.96;Q;

37096;Jonadabe Cristo Mylius;2016-01-16;2016-01-26;595.46;C;

37097;Alece Patricia Renner;2013-05-13;2013-05-23;2250.35;Q;

37098;Neisi Kuze Pedrosa;2014-05-31;2014-06-10;8560.73;Q;

37099;Rosemeri Dalerio Tamburi;2014-02-25;2014-03-06;7574.52;C;

37100;Heberton D.Do Estacio;2015-04-27;2015-05-06;4380.67;Q;

37101;Poliana Walmor Calloni;2010-11-12;2010-11-22;1737.02;A;

37102;Lorines Dorivaldo Picoli;2010-12-12;2010-12-22;6888.31;Q;

37103;Jeneci Gilcelmara Vith;2010-11-25;2010-12-08;6060.31;A;

37104;Analina Massur Toledo;2016-02-18;2016-02-28;9712.42;Q;

37105;Samaira Gervasio Pelentier;2013-04-03;2013-04-13;1722.8;C;

37106;Luzitania Roochs Feistauer;2011-05-08;2011-05-18;9986.43;A;

37107;Gerci Ilenir Ivo;2010-06-08;2010-06-18;220.35;C;

37108;L¿cia Ventre Poncio;2012-04-16;2012-04-26;3602.22;Q;

37109;Renia Evanice Kaiser;2009-09-18;2009-09-28;5864.28;A;

37110;Rogerio Clari Milani;2014-10-10;2014-10-20;853.23;A;

37111;Rodileuza Schlowin Gressler;2008-12-26;2009-01-03;3243.74;I;

37112;Ruthe Idemar Simonato;2008-07-25;2008-08-03;6139.59;A;

37113;Darkson Vancleide Tomas;2015-01-02;2015-01-12;8385.56;A;

37114;Adesivaldo Tovar Beche;2010-03-05;2010-03-15;8418.41;Q;

37115;Jutay Daiana Andrades;2011-09-12;2011-09-22;3855.74;Q;

37116;Herica Nobre Robinson;2009-09-11;2009-09-21;6345.08;A;

37117;Auriene Mossatte Batisttella;2009-08-28;2009-09-08;926.0;I;

37118;Valdicelia Moreno Fergofe;2011-05-09;2011-05-19;1444.32;Q;

37119;Norvino Capuchino Chalmerens;2010-12-30;2011-01-09;3715.51;C;

37120;Viviane Ercio Haubert;2010-04-20;2010-04-30;4826.14;Q;

37121;Talita Faleiro Lindner;2009-05-08;2009-05-18;8129.68;Q;

37122;Glecio Itor Hammes;2012-07-07;2012-07-17;403.49;A;

25626;Marla Portela Leichtveis;2012-04-21;2012-04-30;4077.59;C;

25627;Braulino Brasil Benetti;2010-12-29;2011-01-05;5328.75;C;

25628;Anacy Fanfa Cordova;2014-10-26;2014-11-05;8352.72;I;

25629;Luzia Somonet Schuster;2010-12-13;2010-12-23;8878.4;C;

25630;Gilma Juliberto Kaiser;2016-04-19;2016-04-29;3043.56;Q;

25631;Alcimara Libarino Capua;2014-03-21;2014-04-01;1211.11;A;

25632;Vanira Ilmo Bugs;2008-10-24;2008-11-03;5926.28;Q;

25633;Ueila Alsina Gerst;2008-07-30;2008-08-08;8624.38;A;

25634;Ergio Genilda Oliveira;2014-07-09;2014-07-19;3332.84;Q;

25635;Geisiel Bonfim Rossi;2010-05-23;2010-06-02;5934.88;C;

25636;Cremildo Paz Vitoria;2009-10-01;2009-10-11;7855.45;A;

25637;Euzani Vorlei Bonache;2014-10-28;2014-11-07;8096.96;Q;

25638;Joel Jaelson Serqueira;2014-03-02;2014-03-12;7554.71;C;

25639;Argemir Leticia Tesser;2012-12-30;2013-01-09;8449.05;Q;

25640;Erclys Otto Pina;2009-04-24;2009-05-03;389.44;Q;

25641;Irailda Olindo Alemao;2014-08-14;2014-08-24;1943.2;C;

25642;Dernival Roger Vith;2011-12-10;2011-12-20;8525.92;A;

25643;Sirlea Colti Ramirez;2012-11-01;2012-11-11;4988.33;Q;

25644;Hyuriel Eladio Bonfim;2014-01-10;2014-01-20;9884.51;C;

25645;Nadja Solismar Feistauer;2015-10-13;2015-10-23;9629.92;C;

25646;Sirgia Sidonia Cordova;2009-10-30;2009-11-09;3753.64;A;

25647;Hortencio Veiga Federici;2012-04-22;2012-05-01;5912.46;C;

25648;Antony S.de Teles;2011-11-20;2011-12-03;8503.52;I;

25649;Hornelio Centenario Felipe;2009-10-11;2009-10-21;1558.03;A;

25650;Erquilei Vilma Both;2011-02-12;2011-02-22;5178.57;C;

25651;Diake Railda Benigno;2014-04-25;2014-05-04;3798.97;C;

25652;Edna Gilsione Oyarzabal;2014-04-13;2014-04-23;2820.58;C;

25653;Jhonny Alveri Guinarte;2008-10-14;2008-10-24;7249.46;A;

25654;Anatercia Elena Pastorini;2011-10-03;2011-10-13;5411.6;A;

25655;Vaneza Americo Fiore;2009-12-20;2009-12-29;381.03;A;

25656;Jalison Silvana Filipin;2014-01-27;2014-02-07;8954.22;C;

25657;Jucilane Kipper Maggioni;2013-12-07;2013-12-17;1653.11;C;

25658;Anaiza Urbano Molina;2011-12-05;2011-12-15;9699.42;Q;

25659;Califio Madeira Steffler;2014-01-27;2014-02-07;90.75;Q;

25660;Jocenara Trevizani Miciula;2009-11-25;2009-12-07;5767.71;A;

25661;Aldieres Dudar Facio;2014-07-06;2014-07-16;9093.87;A;

25662;Uilque Valmir Tejkowski;2012-07-21;2012-07-30;924.52;Q;

25663;Cledinaldo Paula Vergulho;2008-08-26;2008-09-06;7639.08;C;

25664;Nilde Gabriela Koch;2010-09-05;2010-09-15;8611.81;C;

25665;Glauton Cecilia Hirt;2008-10-25;2008-11-04;3543.19;Q;

25666;Gilvalmir Adelmar Molter;2014-06-27;2014-07-08;9527.1;A;

25667;Laizir Matuzalem N.Oliveira;2010-08-01;2010-08-11;3720.73;I;

25668;Jecy Natalicio Ladeia;2009-01-21;2009-02-01;8940.19;C;

25669;Adilson Rumpel Diniz;2014-07-24;2014-08-02;799.45;A;

25670;Nanci Mesquita Pernambuco;2013-09-01;2013-09-11;4589.65;I;

25671;Nei Wellington Santos;2010-06-29;2010-07-10;8764.99;A;

25672;Sodimar Feck Storck;2009-07-15;2009-07-25;362.61;I;

25673;Joacir Morinel Breyer;2015-11-26;2015-12-09;2382.67;I;

25674;Ewelin Liliane Kochhann;2014-11-03;2014-11-13;1334.41;C;

25675;Aislane Cledoir Ely;2009-10-19;2009-10-29;811.51;A;

25676;Marissineia Vergilio Gularte;2013-11-23;2013-12-05;1075.24;A;

25677;Rosemilda Evaneide Burgel;2014-05-03;2014-05-13;7459.14;Q;

25678;Renia Evanice Kaiser;2015-08-23;2015-09-03;739.6;Q;

25679;Meruse Franz Pitthan;2015-02-19;2015-02-28;6634.2;C;

25680;Rafick Joseilde Jaroszewski;2009-07-07;2009-07-17;1951.53;C;

25681;Elizandra Cavalcante Urnau;2012-07-13;2012-07-23;9246.16;I;

25682;Geilde Panzenhagen Leindecker;2011-10-08;2011-10-18;9117.72;A;

25683;Eliandson Jocelito Brochier;2009-11-12;2009-11-22;1174.3;A;

25684;Nazareno Niendicker Scaim;2011-04-13;2011-04-23;6128.86;A;

25685;Elisa Marilane Schunck;2012-04-15;2012-04-25;8445.16;C;

25686;Jocacia Prata Priano;2010-07-29;2010-08-07;1582.14;I;

25687;Gister Jane Eidelwein;2011-06-13;2011-06-23;4881.5;I;

25688;Patricio Bertoloti Simermann;2009-03-13;2009-03-23;278.48;I;

25689;Leonilde Victor Vinder;2015-07-09;2015-07-19;3033.26;C;

25690;Jadeilson Knecht Bahia;2008-08-20;2008-08-31;6015.63;I;

25691;Elena Arnildo Decker;2011-07-11;2011-07-21;3624.16;Q;

25692;Edenilto Geovane Esquivel;2010-10-12;2010-10-22;7191.83;C;

25693;Luvanor Nova Schultz;2012-08-14;2012-08-24;8469.24;I;

25694;Marislei Studer Nassif;2015-06-01;2015-06-11;6089.13;Q;

25695;Iolando Bechener Pinto;2010-02-22;2010-03-03;8991.25;Q;

25696;Israel Eleandro Angelo;2010-02-14;2010-02-24;5476.39;A;

25697;Elim Berli Callage;2013-08-16;2013-08-26;8054.03;C;

25698;Luanda Andreza Britz;2013-11-18;2013-11-28;8699.07;A;

25699;Valmir Schalm Berta;2011-05-14;2011-05-24;8825.7;A;

25700;Francis Monteblanco Kurkowski;2013-12-29;2014-01-06;430.37;I;

25701;Joadson Fleck Fiorin;2015-09-16;2015-09-26;8333.28;C;

25702;Eriton Claudyr Siebel;2012-08-29;2012-09-09;4678.46;A;

25703;Ivonildes Marinho Debald;2008-08-08;2008-08-18;8856.13;Q;

25704;Peri Macario Vinder;2013-05-08;2013-05-18;3930.7;C;

25705;Dejalmo Luduvice Eduardi;2010-05-04;2010-05-14;6502.98;A;

25706;Deillon B. Duarte Lavigne;2015-09-23;2015-10-02;4600.48;Q;

25707;Ediuesley Flora Passos;2015-12-10;2015-12-20;3885.82;A;

25708;Jeovane Cosseres Rampelotto;2009-05-28;2009-06-07;4709.6;Q;

25709;Clestiano Taiane Rothmund;2012-08-09;2012-08-19;6141.2;A;

25710;Dinovaldo W.da Canani;2008-08-17;2008-08-27;7005.23;C;

25711;Cynthia Janio Jandiroba;2010-08-25;2010-09-05;906.75;I;

25712;Joabi Dangelo Simonato;2009-10-15;2009-10-25;900.27;C;

25713;Cassiana Matheus Haupt;2015-04-18;2015-04-28;8818.14;I;

25714;Cosnilda Mirela Amado;2013-03-10;2013-03-20;1255.05;I;

25715;Stefani Carolina Linden;2011-08-25;2011-09-05;1897.57;C;

25716;Florinda Sonia Kalinoski;2015-04-06;2015-04-16;7540.03;C;

25717;Darlington Evaldino Maia;2013-09-18;2013-09-28;2496.66;A;

25718;Oneide Laurindo Cassemiro;2009-03-11;2009-03-21;2521.58;I;

25719;Sonivaldo Adelmar Lamb;2014-01-25;2014-02-05;8880.3;I;

25720;Percy T. Hermes Martins;2015-08-22;2015-09-02;6566.46;A;

25721;Lucirlene Pioly Fanton;2008-11-16;2008-11-26;5543.73;I;

25722;Simonica Iva Franca;2016-01-15;2016-01-25;7334.89;A;

25723;Aroilda Remi Scrings;2015-08-26;2015-09-06;6133.01;C;

25724;Vasnei dos Santos Reolon;2016-02-03;2016-02-13;9258.69;C;

25725;Valtezer Mayca Boff;2011-11-11;2011-11-21;679.78;A;

25726;Sinesio Evaldir Goularte;2016-02-22;2016-03-02;7757.24;C;

25727;Veronito Orquides Barcelos;2011-09-30;2011-10-09;5829.01;A;

25728;Olalia Alessio Stefanello;2012-11-22;2012-12-05;437.7;A;

25729;Leilson B. dos Barreira;2010-12-17;2010-12-27;34.48;Q;

25730;Alvanir Paulino Marcelino;2012-04-22;2012-05-01;9627.21;Q;

25731;Claudson Nardi Magri;2010-09-20;2010-09-30;1495.62;A;

25732;Ivandir Najara S.Avila;2010-12-04;2010-12-14;5793.43;C;

25733;Evanaldo Vanon Molin;2009-02-11;2009-02-21;5408.06;Q;

25734;Adeilson Uelson Bitencourt;2008-09-13;2008-09-23;5491.33;C;

25735;Josinei K.Da Bleil;2014-08-27;2014-09-07;5872.23;I;

25736;Ramona Elisane Rezende;2015-07-18;2015-07-28;5750.14;C;

25737;Rejane Mariseti Arrieche;2014-07-20;2014-07-30;3719.2;Q;

25738;Licia Rogerio Homem;2008-10-29;2008-11-08;5050.12;Q;

25739;Palmirenio Dejane Paz;2011-08-11;2011-08-21;839.47;C;

25740;Uilma Leadir Nugent;2013-03-11;2013-03-21;4587.36;A;

25741;Aleferson Iarai Kappel;2013-05-06;2013-05-16;8577.37;I;

25742;Gerlane Dorli Kavitione;2011-12-25;2012-01-01;5778.25;I;

25743;Eulas Orth Rothmund;2016-03-15;2016-03-25;1168.75;Q;

25744;Juvenita Rothmund Lazeri;2016-05-26;2016-06-05;1852.41;I;

25745;Marideise Raquel Provin;2015-12-07;2015-12-17;7260.68;I;

25746;Rosiney Amarante Esquiavao;2012-03-25;2012-04-05;5511.73;C;

25747;Leidineia Dilney Arnold;2012-03-25;2012-04-05;4732.85;Q;

25748;Nerito Bueno Neris;2008-08-20;2008-08-31;966.89;A;

25749;Ievanilson M.Guimaraes Weschenfelder;2016-01-22;2016-02-02;8600.72;A;

25750;Silviane L.Silva Bertotti;2014-09-29;2014-10-08;7872.54;Q;

25751;Jionilce Porfirio Taborda;2013-03-17;2013-03-27;2043.85;C;

25752;Eltiele Nobre Bartikoski;2010-08-01;2010-08-11;3598.76;C;

25753;Sidelmar Veridiana Pinnow;2014-09-14;2014-09-24;6034.96;I;

25754;Cleiston Taciana Knecht;2013-10-07;2013-10-17;4959.71;A;

25755;Jeodisney Albani Bariviera;2008-07-08;2008-07-18;9679.06;C;

25756;Altaide Elisiane Knobloch;2013-02-28;2013-03-10;9003.06;Q;

25757;Valdileia Rodreigues Feitoza;2012-06-15;2012-06-25;2436.7;I;

25758;F¿tima Zimilda Strider;2014-12-20;2014-12-29;4686.14;A;

25759;Wendell Van Moraes;2010-11-04;2010-11-14;4358.4;I;

25760;Aladir Te Frison;2012-01-12;2012-01-22;6527.47;A;

25761;Macxuel Bueno Eismann;2014-08-04;2014-08-14;4228.7;I;

25762;Neraci Rozenilda Dillemburg;2009-03-26;2009-04-06;5371.44;I;

25763;Adailto L.O.Do Ubirajara;2010-11-12;2010-11-22;504.03;C;

25764;Genivaldo Sales Meira;2015-04-26;2015-05-05;1550.26;C;

25765;Eleone Gilson Hillesheim;2009-09-07;2009-09-17;2497.57;C;

25766;Elvidio Gehlen Selister;2008-10-02;2008-10-12;6768.98;C;

25767;Jhonas Valdoni Bonato;2011-09-16;2011-09-26;6640.41;Q;

25768;Elezione Susete Greco;2013-03-21;2013-04-01;2538.35;C;

25769;Boaventura Sant'Ana Soares;2015-12-11;2015-12-21;6295.17;I;

25770;Magdalas Lucelena Lisboa;2013-06-04;2013-06-14;2727.04;C;

25771;Fabiana Adailto Franzen;2009-09-26;2009-10-05;2128.39;A;

25772;Adnilton Vanilde Dellagostin;2014-05-07;2014-05-17;1075.03;I;

25773;Dyego J.Santo Mamedio;2013-02-27;2013-03-08;8289.83;I;

25774;Maiquel Sampaio Brizola;2013-11-23;2013-12-05;50.05;Q;

25775;Mirton Regiane D.Nora;2014-06-07;2014-06-17;8408.86;I;

25776;Adriane Claudemiro Lindenmayr;2015-09-02;2015-09-12;2805.41;C;

25777;Nilvani Irinaldo Kal;2013-12-29;2014-01-06;2847.62;C;

25778;Nielson Soledade Cavlcante;2010-10-05;2010-10-15;866.87;C;

25779;Ionedson Schuster Emig;2015-01-30;2015-02-09;226.58;I;

25780;Hercules Eledir da Silva;2014-07-18;2014-07-28;9270.5;A;

39684;Lucirlene Pioly Fanton;2014-01-22;2014-02-02;4511.58;C;

39685;Aderildo Jucelino Maieron;2009-07-05;2009-07-15;2604.07;A;

39686;Alencar Bloss Brandao;2014-11-20;2014-12-03;7803.38;C;

39687;Grediane S.Lara Jahnn;2010-12-20;2010-12-29;9602.9;Q;

39688;Heleno Steill Huther;2016-01-23;2016-02-03;6109.61;A;

39689;Cleire Oneide Feilstricker;2010-05-12;2010-05-22;1681.38;I;

39690;Thais Palmito Calixto;2014-09-19;2014-09-29;8332.18;I;

39691;Pastora Amilcar Sawa;2014-03-15;2014-03-25;1021.77;A;

39692;Anderleia Denisio Marcaz;2010-11-03;2010-11-13;8815.28;C;

39693;Talline Schenkel Binelo;2014-10-16;2014-10-26;4774.86;Q;

39694;Tatiara Rudiney Brescovit;2010-01-18;2010-01-28;5331.35;I;

39695;Heristenes Soriano Hainzenreder;2011-09-21;2011-09-30;355.43;A;

39696;Walter Maisa Mayer;2010-09-11;2010-09-21;519.47;A;

39697;Rubenilda Tadeu Felipiak;2012-12-08;2012-12-18;4097.33;C;

39698;Luzane Trancoso Ruchel;2014-06-03;2014-06-13;3339.23;Q;

39699;Diane Eledir Cerutti;2015-04-01;2015-04-11;40.8;I;

39700;Anibaldo Flor Paiva;2015-09-02;2015-09-12;552.75;Q;

39701;Enio Repidio Rochembah;2011-12-29;2012-01-06;573.48;Q;

39702;Zelirio Jeovani Bruxel;2014-08-03;2014-08-13;3261.93;I;

39703;Dionisio Ireneu Sonza;2015-02-21;2015-03-02;6368.39;Q;

39704;Aderbal Nelcindo Durval;2016-03-10;2016-03-20;8102.59;C;

39705;Gedson Nonato Barros;2008-07-27;2008-08-05;6107.52;A;

38078;Leone Dispissel Knevitz;2012-03-10;2012-03-20;9581.28;C;

38079;Elieser Rubem Tateoka;2010-06-10;2010-06-20;5629.27;C;

38080;Adauri Mangueira Pasa;2010-05-18;2010-05-28;8252.91;I;

38081;Valdair Ingrid Zucatti;2014-02-06;2014-02-16;2058.88;I;

38082;Joilma Domiciano Cechin;2014-10-02;2014-10-12;2437.59;C;

38083;Valdina Danete Gatermann;2010-08-27;2010-09-07;961.1;A;

38084;Patrique Valtor Faccio;2008-11-22;2008-12-05;6991.56;Q;

38085;Noe Odete Takamoto;2008-07-13;2008-07-23;3881.95;A;

38086;Avilmar Bertuol Caldeira;2012-12-27;2013-01-04;8973.29;C;

38087;Tayara Diogo Muniz;2011-04-30;2011-05-10;6844.43;A;

38088;Valteni Alaide Schierhold;2011-08-28;2011-09-08;9410.99;I;

38089;Erlande George Filipini;2014-12-30;2015-01-09;8037.72;C;

38090;Jussileide Steindorff Fritzen;2011-09-19;2011-09-29;8962.19;I;

38091;Gedevaldo Valirio Bosa;2012-04-29;2012-05-09;8166.68;A;

38092;Solange Lannig Filho;2015-01-07;2015-01-17;3736.36;C;

38093;Jeovane Mesko Laval;2010-12-06;2010-12-16;5870.8;C;

38094;Valdecio Deonildo Valandro;2015-12-03;2015-12-13;4869.2;I;

38095;Lindiane Ronivaldo Bassani;2011-10-16;2011-10-26;952.63;I;

38096;Veranice Souzados Bonarrigo;2012-07-12;2012-07-22;6951.71;Q;

38097;Ednaldo Foss Miler;2015-02-27;2015-03-08;1687.21;Q;

38098;Ires G. Frey;2012-07-21;2012-07-30;2934.84;C;

38099;Joventina Marcus Parizotto;2009-12-03;2009-12-13;9195.68;C;

38100;Lecio Viveiro Castanha;2010-05-11;2010-05-21;6232.0;C;

38101;Uelbe Elissandra Gomes;2009-01-13;2009-01-23;6294.25;A;

38102;Karin Kelli Vittorassi;2011-08-10;2011-08-20;3056.23;C;

38103;Carmilton Aide Aurelio;2013-02-14;2013-02-24;4992.49;C;

38104;Lucinete Rohrig Cezimbra;2014-02-01;2014-02-11;6394.46;Q;

38105;Adilma Viviane Plachutniuck;2016-05-01;2016-05-11;2550.67;I;

38106;Jonh C. S. Kamphorst;2014-01-20;2014-01-31;4372.43;I;

38107;Juraci Castor Stoffel;2012-05-18;2012-05-28;8015.39;A;

38108;Neusice Cenair Aragao;2013-12-03;2013-12-13;3986.4;C;

38109;Dulcimara Juvenil Ventura;2012-07-09;2012-07-19;1267.13;A;

38110;Rosemere Denir Rannow;2010-01-13;2010-01-23;3194.41;I;

38111;Kuosme Eidt Alba;2013-10-27;2013-11-06;2765.48;Q;

38112;Geisiel Valdei Flores;2011-02-10;2011-02-20;4652.95;I;

38113;Neusilde Elmar Gerst;2011-02-12;2011-02-22;241.97;C;

38114;Eva Dornelles Rochembach;2010-07-25;2010-08-03;565.0;C;

38115;Janete Schweder Pinnow;2015-05-03;2015-05-13;3102.17;Q;

38116;Ledivaldo Portugal Brussius;2011-04-02;2011-04-12;5553.33;A;

38117;Cleuza Irio Louro;2012-10-22;2012-11-01;7306.47;I;

38118;Bertolina S.Hilario Feistler;2012-04-26;2012-05-05;7856.2;Q;

38119;Eliade Ravagnani Tiecher;2012-05-26;2012-06-05;8227.27;Q;

38120;Rusa Marciano Sbardelotto;2013-06-30;2013-07-11;2813.58;Q;

38121;Alice Adronei Maceda;2014-01-30;2014-02-09;4294.54;Q;

38122;Terony Cirino Zwetsch;2009-09-23;2009-10-02;8512.11;C;

38123;Lenildo Leocrecia Trevizan;2013-04-23;2013-05-02;4245.83;Q;

38124;Valdesio Moscato Koppenhagen;2013-08-24;2013-09-04;9958.13;I;

38125;Ezenaldo Olintio Hoffmeister;2012-07-07;2012-07-17;8198.43;I;

38126;Vailton Miranda Kuringen;2012-10-22;2012-11-01;983.43;C;

38127;Wanderlei Vilso Scheffer;2014-12-05;2014-12-15;7494.47;A;

38128;Elpidio Jeteni Bosin;2008-11-05;2008-11-15;2250.69;C;

38129;Anoir Bonfim Mapelli;2015-05-26;2015-06-05;6186.77;Q;

38130;Tania Roberta Haynech;2012-03-12;2012-03-22;5565.07;A;

38131;Ivanaldo Greef Celli;2014-04-16;2014-04-26;4335.6;C;

38132;Creuza Camargo. Cecchin;2010-04-28;2010-05-07;2402.77;A;

38133;Moabe M.Hoffmann Krummenauer;2013-04-11;2013-04-21;2638.51;C;

38134;Noeme Capellaro Odi;2011-08-14;2011-08-24;622.75;Q;

38135;Tarles Meier Tadday;2013-05-28;2013-06-07;4648.36;A;

38136;Edvalda Claudionara Pinnow;2016-02-04;2016-02-14;4599.55;I;

38137;Joyci Marlisa Frei;2014-12-21;2014-12-29;6800.02;C;

38138;Laurilane Licks Huff;2011-04-14;2011-04-24;8966.49;Q;

38139;Octaviano Simoes Belmiro;2014-08-24;2014-09-04;978.96;A;

38140;Samanta Gladis Fetter;2010-01-07;2010-01-17;5139.08;A;

38141;Edmarcia Adriel Lizi;2009-06-01;2009-06-11;2168.7;Q;

38142;Suellen D.Santos Halim;2012-10-05;2012-10-15;9599.92;C;

38143;Abigail Renani Tizato;2008-11-09;2008-11-19;4064.94;A;

38144;Vanderson Carvalho Torres;2013-06-05;2013-06-15;8269.69;I;

38145;Rozilene Wilmar Montemezzo;2013-03-22;2013-04-02;9517.19;C;

38146;Donilda Lutz Alencor;2009-04-04;2009-04-14;1269.85;I;

38147;Heliel Dama Faria;2015-08-30;2015-09-10;9279.69;C;

38148;Isete Diovani Tassinari;2014-09-20;2014-09-30;3178.27;Q;

38149;Rosenildes Joana Stoll;2010-07-19;2010-07-29;2726.4;A;

38150;Renati Furquim Both;2011-12-07;2011-12-17;9169.9;A;

38151;Deraldino Gambardella Soine;2013-02-28;2013-03-09;9755.29;I;

38152;Edilomarques Cazarotto Lacerda;2014-09-07;2014-09-17;5971.75;C;

38153;Ivanessa S.Davila Rocha;2009-11-05;2009-11-15;1447.95;A;

38154;Vilibaldo Dorivaldo Niendicker;2012-10-30;2012-11-09;3442.5;I;

38155;Juscelino Cerva Sbaraine;2014-11-28;2014-12-11;6191.13;Q;

38156;Edlene Caiper Kaempfer;2011-05-29;2011-06-08;4493.68;A;

38157;J¿lia Jaco Ullmann;2015-10-02;2015-10-12;4029.66;I;

38158;Darlyne Roochs Bleil;2013-07-17;2013-07-27;2487.95;C;

